Date,Product Category,Product Name,Price (USD),Units Sold,Revenue (USD),Customer Rating,Sustainability Score,Region,Competitor Name
02/09/2024,Wellness,Yoga Mat,191.25,34,6502.5,4.6,1,Australia,Urban Ladder
14/01/2025,Wellness,Yoga Mat,1162.76,39,45347.64,3.9,4,Germany,IKEA
30/11/2024,Personal Care,Organic Skincare Set,1084.67,51,55318.17,4.1,3,USA,Ashley Furniture
26/04/2024,Accessories,Backpack,733.2,1,733.2,4,4,Canada,Williams-Sonoma
22/03/2024,Wellness,Smart Water Bottle,559.65,31,17349.15,4.5,4,Australia,Williams-Sonoma
11/03/2024,Wellness,Yoga Mat,584.54,35,20458.9,4.7,10,USA,Wayfair
02/04/2024,Accessories,Backpack,1183.4,40,47336,4.4,2,UK,IKEA
22/07/2024,Accessories,Luxury Handbag,1196.56,4,4786.24,4.1,1,India,Wayfair
07/12/2024,Accessories,Sunglasses,649.21,41,26617.61,4.5,6,UK,IKEA
03/10/2024,Fashion,Silk Scarf,926.69,37,34287.53,3.6,3,UK,Williams-Sonoma
17/09/2024,Wellness,Smart Water Bottle,1167.45,7,8172.15,3.6,5,Germany,IKEA
22/10/2024,Personal Care,Electric Toothbrush,805.34,13,10469.42,4,10,Germany,Urban Ladder
02/08/2024,Accessories,Sunglasses,625.82,35,21903.7,4.4,9,Australia,Williams-Sonoma
11/03/2024,Wellness,Aromatherapy Diffuser,125.72,49,6160.28,3.8,9,USA,Wayfair
23/12/2024,Fashion,Running Shoes,735.84,49,36056.16,3.8,7,USA,Ashley Furniture
05/12/2024,Personal Care,Electric Toothbrush,1171.36,2,2342.72,3.7,10,USA,Wayfair
08/02/2024,Wellness,Yoga Mat,547.1,49,26807.9,5,1,Australia,IKEA
20/09/2024,Personal Care,Electric Toothbrush,1135.37,55,62445.35,3.7,10,India,Williams-Sonoma
11/11/2024,Wellness,Smart Water Bottle,1030.24,12,12362.88,4.6,2,USA,Wayfair
17/07/2024,Fashion,Leather Jacket,787.42,36,28347.12,3.8,8,India,IKEA
22/01/2025,Accessories,Luxury Handbag,1148.54,38,43644.52,4.1,3,USA,Urban Ladder
15/07/2024,Personal Care,Beard Grooming Kit,992.12,9,8929.08,4,8,USA,IKEA
28/11/2024,Gadgets,Smartwatch,847.6,11,9323.6,3.6,6,USA,Urban Ladder
29/04/2024,Wellness,Smart Water Bottle,606.15,21,12729.15,3.9,8,Canada,Williams-Sonoma
03/02/2025,Fashion,Silk Scarf,656.79,21,13792.59,4.3,6,USA,Ashley Furniture
14/01/2025,Personal Care,Organic Skincare Set,620.22,58,35972.76,3.6,4,USA,Wayfair
26/12/2024,Accessories,Luxury Handbag,964.06,5,4820.3,4.2,8,Germany,Ashley Furniture
19/07/2024,Personal Care,Beard Grooming Kit,346.79,52,18033.08,4.9,8,Australia,Williams-Sonoma
20/04/2024,Fashion,Leather Jacket,331.7,8,2653.6,4,7,Canada,Williams-Sonoma
22/11/2024,Wellness,Smart Water Bottle,417.46,51,21290.46,4.5,10,Germany,Ashley Furniture
23/10/2024,Accessories,Backpack,752.82,9,6775.38,3.8,6,USA,Wayfair
03/03/2024,Accessories,Backpack,513.06,8,4104.48,3.9,10,Canada,Urban Ladder
23/05/2024,Wellness,Smart Water Bottle,982.46,1,982.46,4.2,6,Germany,IKEA
21/02/2024,Wellness,Smart Water Bottle,342.84,23,7885.32,4,5,Australia,Williams-Sonoma
11/06/2024,Personal Care,Organic Skincare Set,796.81,27,21513.87,4.7,7,Canada,IKEA
26/07/2024,Gadgets,Portable Projector,872.98,18,15713.64,4.3,5,UK,IKEA
20/09/2024,Accessories,Luxury Handbag,36.69,13,476.97,3.9,1,India,Ashley Furniture
25/11/2024,Accessories,Sunglasses,366.1,37,13545.7,4.1,2,Australia,IKEA
25/08/2024,Gadgets,Noise Cancelling Headphones,967.66,14,13547.24,4.1,5,USA,Williams-Sonoma
07/12/2024,Fashion,Silk Scarf,135.33,54,7307.82,3.6,7,Germany,Ashley Furniture
26/08/2024,Gadgets,Noise Cancelling Headphones,522.98,54,28240.92,3.5,10,Australia,Williams-Sonoma
14/03/2024,Wellness,Smart Water Bottle,894.74,22,19684.28,4.8,5,Canada,Wayfair
09/07/2024,Wellness,Aromatherapy Diffuser,534.48,15,8017.2,4.3,9,India,Wayfair
28/08/2024,Gadgets,Smartwatch,359.11,1,359.11,4.7,8,USA,Urban Ladder
30/01/2025,Personal Care,Organic Skincare Set,492.19,12,5906.28,3.7,6,India,IKEA
11/02/2024,Wellness,Yoga Mat,610.98,47,28716.06,3.7,7,India,IKEA
06/10/2024,Accessories,Sunglasses,612.37,49,30006.13,4,3,USA,IKEA
01/12/2024,Wellness,Smart Water Bottle,896.26,50,44813,4.4,2,UK,Ashley Furniture
14/09/2024,Fashion,Silk Scarf,339.9,60,20394,4.1,5,Germany,Williams-Sonoma
23/03/2024,Fashion,Silk Scarf,1094.33,32,35018.56,3.5,7,Germany,Ashley Furniture
27/04/2024,Accessories,Sunglasses,509.74,22,11214.28,4.5,8,UK,Wayfair
18/11/2024,Wellness,Aromatherapy Diffuser,650.65,46,29929.9,4.8,2,USA,IKEA
11/12/2024,Fashion,Leather Jacket,362.17,36,13038.12,3.8,3,Australia,Urban Ladder
24/09/2024,Wellness,Smart Water Bottle,1125.41,33,37138.53,3.6,10,UK,Wayfair
11/06/2024,Wellness,Aromatherapy Diffuser,111.47,20,2229.4,3.6,5,USA,Wayfair
16/12/2024,Wellness,Aromatherapy Diffuser,827.09,58,47971.22,4.9,4,UK,IKEA
14/06/2024,Fashion,Leather Jacket,1100.47,17,18707.99,4.9,10,Canada,Ashley Furniture
23/04/2024,Fashion,Leather Jacket,96.18,44,4231.92,4.7,2,India,Williams-Sonoma
14/10/2024,Accessories,Backpack,499.05,34,16967.7,4.2,1,India,Williams-Sonoma
09/01/2025,Fashion,Running Shoes,559.38,38,21256.44,3.8,8,UK,Wayfair
01/04/2024,Accessories,Backpack,1191.88,37,44099.56,3.8,8,Germany,Williams-Sonoma
23/03/2024,Personal Care,Beard Grooming Kit,38.02,14,532.28,4.4,2,UK,Urban Ladder
24/03/2024,Personal Care,Beard Grooming Kit,15.87,52,825.24,4.8,10,Germany,IKEA
25/02/2024,Fashion,Running Shoes,1154.9,37,42731.3,4.7,10,Canada,Urban Ladder
03/04/2024,Personal Care,Beard Grooming Kit,364.01,18,6552.18,3.8,3,India,Williams-Sonoma
19/06/2024,Fashion,Running Shoes,293.31,13,3813.03,4.7,3,Germany,Urban Ladder
11/06/2024,Fashion,Silk Scarf,347.56,3,1042.68,4.7,4,India,Wayfair
03/12/2024,Personal Care,Organic Skincare Set,995.38,21,20902.98,4.5,7,UK,Williams-Sonoma
02/03/2024,Accessories,Sunglasses,1197.54,20,23950.8,4.2,1,UK,Urban Ladder
27/05/2024,Personal Care,Organic Skincare Set,163.15,15,2447.25,4.6,9,India,IKEA
06/09/2024,Gadgets,Portable Projector,1155.6,4,4622.4,4.6,5,Canada,Ashley Furniture
10/10/2024,Wellness,Aromatherapy Diffuser,206.54,6,1239.24,3.8,8,Canada,Urban Ladder
28/10/2024,Gadgets,Smartwatch,727.86,10,7278.6,4.3,6,Germany,Urban Ladder
14/04/2024,Gadgets,Noise Cancelling Headphones,466.54,56,26126.24,4.1,2,Australia,IKEA
21/11/2024,Gadgets,Portable Projector,790.33,20,15806.6,3.8,9,Germany,Ashley Furniture
08/12/2024,Fashion,Leather Jacket,739.87,8,5918.96,4.9,10,USA,Wayfair
04/07/2024,Accessories,Sunglasses,813.63,45,36613.35,4.4,3,Germany,Ashley Furniture
10/11/2024,Gadgets,Portable Projector,1154.39,26,30014.14,4.1,5,UK,Wayfair
12/04/2024,Personal Care,Beard Grooming Kit,231.57,8,1852.56,4.4,4,USA,Wayfair
20/02/2024,Personal Care,Electric Toothbrush,894.05,40,35762,3.5,6,Germany,IKEA
21/05/2024,Personal Care,Beard Grooming Kit,820.02,5,4100.1,4,10,India,Williams-Sonoma
24/05/2024,Personal Care,Beard Grooming Kit,980.86,51,50023.86,4.8,5,Australia,Williams-Sonoma
17/08/2024,Personal Care,Beard Grooming Kit,777.31,50,38865.5,4.6,2,Australia,Urban Ladder
27/09/2024,Fashion,Running Shoes,420.98,38,15997.24,4.9,4,UK,Urban Ladder
06/05/2024,Personal Care,Electric Toothbrush,966.36,44,42519.84,3.6,9,India,Urban Ladder
14/11/2024,Fashion,Running Shoes,1075.45,6,6452.7,4.7,10,India,IKEA
02/08/2024,Gadgets,Smartwatch,1164.8,48,55910.4,4.1,8,UK,IKEA
09/12/2024,Fashion,Running Shoes,230.76,46,10614.96,4.8,1,Canada,Williams-Sonoma
12/08/2024,Fashion,Leather Jacket,179.98,40,7199.2,4.8,10,India,Urban Ladder
21/12/2024,Fashion,Silk Scarf,680.97,18,12257.46,4.5,1,Australia,Ashley Furniture
15/08/2024,Wellness,Yoga Mat,897.62,54,48471.48,4.5,6,Canada,IKEA
05/01/2025,Gadgets,Portable Projector,1071.37,57,61068.09,3.9,10,India,Ashley Furniture
02/01/2025,Accessories,Backpack,233.38,1,233.38,4.9,10,Canada,Ashley Furniture
30/12/2024,Personal Care,Organic Skincare Set,852.71,58,49457.18,4.4,6,Australia,Wayfair
13/11/2024,Accessories,Sunglasses,471.78,38,17927.64,4.9,7,UK,IKEA
08/01/2025,Wellness,Aromatherapy Diffuser,624.32,9,5618.88,4.5,5,USA,Urban Ladder
23/06/2024,Gadgets,Noise Cancelling Headphones,1144.38,13,14876.94,3.6,2,Germany,IKEA
27/12/2024,Accessories,Sunglasses,1196.64,37,44275.68,4.7,10,UK,Urban Ladder
01/09/2024,Personal Care,Organic Skincare Set,1041.67,4,4166.68,4.2,9,Australia,Urban Ladder
16/10/2024,Fashion,Silk Scarf,153.45,41,6291.45,3.7,3,India,Ashley Furniture
23/05/2024,Accessories,Sunglasses,601.53,22,13233.66,4.4,7,Canada,IKEA
22/07/2024,Wellness,Aromatherapy Diffuser,561.87,21,11799.27,4.3,5,USA,Wayfair
21/12/2024,Fashion,Silk Scarf,118,7,826,4.5,4,India,Urban Ladder
17/06/2024,Accessories,Backpack,167.67,2,335.34,4.8,9,Canada,Williams-Sonoma
11/10/2024,Gadgets,Portable Projector,670,29,19430,3.8,6,India,IKEA
10/08/2024,Wellness,Smart Water Bottle,1010.08,27,27272.16,3.8,7,USA,Urban Ladder
20/06/2024,Accessories,Sunglasses,386.84,34,13152.56,4.3,10,Canada,IKEA
05/06/2024,Fashion,Silk Scarf,606.07,50,30303.5,4.6,1,India,Urban Ladder
19/05/2024,Personal Care,Organic Skincare Set,258.16,45,11617.2,4.5,2,Canada,IKEA
27/01/2025,Gadgets,Noise Cancelling Headphones,551.23,9,4961.07,4,4,Canada,Ashley Furniture
28/08/2024,Accessories,Sunglasses,1087.88,35,38075.8,3.7,9,UK,Urban Ladder
14/05/2024,Fashion,Leather Jacket,685.18,17,11648.06,3.6,10,USA,Williams-Sonoma
16/06/2024,Fashion,Silk Scarf,1157.71,28,32415.88,4.5,9,UK,IKEA
13/05/2024,Gadgets,Noise Cancelling Headphones,97.65,48,4687.2,3.9,8,Australia,Urban Ladder
25/08/2024,Wellness,Yoga Mat,1088.02,28,30464.56,3.6,9,Canada,Williams-Sonoma
07/12/2024,Accessories,Backpack,101.71,22,2237.62,4.8,8,Canada,Wayfair
17/12/2024,Personal Care,Beard Grooming Kit,733.45,39,28604.55,4.2,7,Australia,Wayfair
29/12/2024,Fashion,Running Shoes,369.8,3,1109.4,3.6,4,UK,Ashley Furniture
10/10/2024,Personal Care,Organic Skincare Set,1064.21,15,15963.15,4.8,5,USA,Wayfair
29/12/2024,Wellness,Aromatherapy Diffuser,1044.99,21,21944.79,3.9,10,Australia,Urban Ladder
06/03/2024,Wellness,Smart Water Bottle,662.69,52,34459.88,3.7,3,Germany,Ashley Furniture
02/08/2024,Personal Care,Organic Skincare Set,549.38,48,26370.24,4.2,5,Australia,Wayfair
23/10/2024,Gadgets,Noise Cancelling Headphones,503.83,47,23680.01,3.6,3,Australia,IKEA
10/03/2024,Fashion,Running Shoes,450.92,8,3607.36,4.3,7,India,Ashley Furniture
25/10/2024,Gadgets,Noise Cancelling Headphones,702.78,55,38652.9,4.9,5,Canada,Wayfair
12/05/2024,Fashion,Leather Jacket,288.08,40,11523.2,4.7,1,Germany,Urban Ladder
21/02/2024,Wellness,Aromatherapy Diffuser,684.34,11,7527.74,3.9,10,Australia,Urban Ladder
17/01/2025,Accessories,Sunglasses,831.26,28,23275.28,3.6,6,USA,Williams-Sonoma
23/05/2024,Accessories,Luxury Handbag,67.19,56,3762.64,4.7,10,Germany,Williams-Sonoma
30/06/2024,Fashion,Silk Scarf,260.34,40,10413.6,4.1,10,Australia,Williams-Sonoma
03/06/2024,Fashion,Running Shoes,606.43,1,606.43,4.6,2,Canada,Williams-Sonoma
02/08/2024,Accessories,Luxury Handbag,87.64,22,1928.08,4,2,Germany,Wayfair
19/07/2024,Fashion,Silk Scarf,833.38,60,50002.8,4.3,3,USA,IKEA
19/04/2024,Personal Care,Beard Grooming Kit,741.07,38,28160.66,4.8,2,Australia,Williams-Sonoma
07/06/2024,Wellness,Smart Water Bottle,649.98,47,30549.06,4.9,4,India,Wayfair
24/07/2024,Fashion,Leather Jacket,189.74,50,9487,4.7,10,Germany,Williams-Sonoma
20/07/2024,Personal Care,Beard Grooming Kit,1170.73,36,42146.28,4.9,6,Germany,Wayfair
09/08/2024,Personal Care,Beard Grooming Kit,663.93,58,38507.94,4.7,3,Canada,Williams-Sonoma
01/12/2024,Personal Care,Beard Grooming Kit,394.65,45,17759.25,4.6,9,Germany,Urban Ladder
27/04/2024,Fashion,Leather Jacket,810.54,35,28368.9,4.1,4,UK,Wayfair
08/02/2024,Fashion,Silk Scarf,309.04,23,7107.92,4.2,9,Germany,Ashley Furniture
01/02/2025,Accessories,Sunglasses,551.11,20,11022.2,4.4,5,USA,IKEA
22/06/2024,Accessories,Sunglasses,1029.45,48,49413.6,3.9,8,Australia,IKEA
09/05/2024,Wellness,Smart Water Bottle,955.43,10,9554.3,3.8,8,USA,Williams-Sonoma
25/07/2024,Fashion,Silk Scarf,1007.66,19,19145.54,4.3,4,USA,Williams-Sonoma
17/04/2024,Wellness,Yoga Mat,1084.48,44,47717.12,3.6,1,Canada,IKEA
28/03/2024,Accessories,Luxury Handbag,688.55,3,2065.65,4.4,1,USA,Williams-Sonoma
27/07/2024,Wellness,Aromatherapy Diffuser,356.44,53,18891.32,4.2,10,Canada,Urban Ladder
19/09/2024,Wellness,Yoga Mat,771.01,53,40863.53,4.8,4,India,Wayfair
01/05/2024,Fashion,Silk Scarf,689.66,10,6896.6,4.6,6,Germany,Urban Ladder
22/05/2024,Accessories,Sunglasses,54.32,29,1575.28,4.6,1,Australia,Williams-Sonoma
