Date,Product Category,Product Name,Price (USD),Units Sold,Revenue (USD),Customer Rating,Sustainability Score,Region,Competitor Name
26/10/2024,Rugs & Carpets,Modern Carpet,948.3,2,1896.6,3.9,1,Canada,IKEA
17/04/2024,Rugs & Carpets,Modern Carpet,900.31,22,19806.82,4.2,10,Germany,Wayfair
26/02/2024,Furniture,Wooden Dining Table,191.45,17,3254.65,4.7,6,Canada,Wayfair
21/04/2024,Wall Art,Framed Photograph,722.4,20,14448,4.3,9,USA,Wayfair
30/12/2024,Storage,Shoe Rack,428.66,2,857.32,3.8,3,UK,Williams-Sonoma
02/11/2024,Lighting,LED Floor Lamp,1129.29,58,65498.82,4.4,4,UK,Williams-Sonoma
23/01/2025,Storage,Shoe Rack,802.11,21,16844.31,4.2,4,Australia,Ashley Furniture
01/03/2024,Storage,Shoe Rack,587.97,27,15875.19,4.5,6,USA,Urban Ladder
08/07/2024,Wall Art,Framed Photograph,146.34,16,2341.44,3.9,1,Canada,Ashley Furniture
01/07/2024,Lighting,Chandelier,814.59,14,11404.26,3.8,8,UK,IKEA
21/02/2024,Wall Art,Canvas Painting,757.49,43,32572.07,4.6,4,USA,Urban Ladder
15/10/2024,Wall Art,Canvas Painting,350.03,29,10150.87,4.3,9,Australia,Ashley Furniture
10/12/2024,Storage,Shoe Rack,22.77,16,364.32,3.9,4,Canada,IKEA
02/05/2024,Furniture,Recliner Sofa,281.73,6,1690.38,4.8,1,USA,Urban Ladder
03/06/2024,Lighting,Table Lamp,925.22,11,10177.42,3.8,1,USA,Williams-Sonoma
06/02/2025,Lighting,Chandelier,1140.29,13,14823.77,4.9,9,India,Williams-Sonoma
28/01/2025,Furniture,Wooden Dining Table,958.16,59,56531.44,3.7,8,UK,Urban Ladder
02/07/2024,Rugs & Carpets,Persian Rug,265.71,50,13285.5,4,5,Australia,IKEA
09/04/2024,Furniture,Wooden Dining Table,795.83,46,36608.18,4.9,7,Canada,Williams-Sonoma
05/07/2024,Wall Art,Canvas Painting,523.44,58,30359.52,4.7,5,India,Urban Ladder
15/01/2025,Lighting,Chandelier,523.51,58,30363.58,4.9,4,Germany,Urban Ladder
03/08/2024,Storage,Wall-mounted Cabinet,711.14,6,4266.84,4.8,5,Canada,Wayfair
01/02/2025,Storage,Shoe Rack,570.28,55,31365.4,4.5,9,Germany,Wayfair
16/07/2024,Lighting,Chandelier,52.35,1,52.35,3.8,7,India,Williams-Sonoma
25/07/2024,Rugs & Carpets,Modern Carpet,536.65,5,2683.25,4.6,4,India,Urban Ladder
14/06/2024,Wall Art,Canvas Painting,602.27,6,3613.62,4.9,7,UK,Urban Ladder
31/07/2024,Lighting,LED Floor Lamp,403.46,40,16138.4,4.6,9,USA,Urban Ladder
07/07/2024,Rugs & Carpets,Modern Carpet,920.97,53,48811.41,4.9,8,UK,Williams-Sonoma
03/05/2024,Wall Art,Canvas Painting,90.06,1,90.06,3.9,8,Australia,Urban Ladder
16/04/2024,Storage,Bookshelf,152.53,54,8236.62,4.8,6,USA,Urban Ladder
12/08/2024,Storage,Shoe Rack,270.35,37,10002.95,4.3,3,Germany,Urban Ladder
18/06/2024,Lighting,Chandelier,892.11,11,9813.21,4.6,10,USA,Wayfair
16/01/2025,Wall Art,Canvas Painting,316.44,39,12341.16,3.8,6,Canada,Urban Ladder
05/11/2024,Lighting,Chandelier,1090.74,21,22905.54,4.7,8,Australia,Wayfair
25/11/2024,Rugs & Carpets,Jute Rug,87.14,12,1045.68,4.5,2,India,Urban Ladder
21/12/2024,Storage,Shoe Rack,741.84,23,17062.32,4.9,4,Canada,Ashley Furniture
22/02/2024,Wall Art,Framed Photograph,968.72,6,5812.32,3.9,5,UK,Williams-Sonoma
31/07/2024,Wall Art,Framed Photograph,916.41,16,14662.56,4.6,6,UK,IKEA
18/07/2024,Lighting,Table Lamp,538.49,53,28539.97,4,3,Canada,Urban Ladder
20/06/2024,Storage,Bookshelf,711.12,38,27022.56,4.8,9,USA,IKEA
09/01/2025,Wall Art,Metal Wall Sculpture,804.19,44,35384.36,4.1,10,Canada,IKEA
15/02/2024,Lighting,LED Floor Lamp,871.56,3,2614.68,3.9,4,Canada,Ashley Furniture
07/10/2024,Furniture,Recliner Sofa,578.92,46,26630.32,4.6,3,UK,Wayfair
12/12/2024,Furniture,Wooden Dining Table,217.87,50,10893.5,4.2,2,UK,Williams-Sonoma
02/10/2024,Lighting,Table Lamp,423.71,36,15253.56,4.8,5,India,Ashley Furniture
03/12/2024,Rugs & Carpets,Persian Rug,385.79,35,13502.65,4,3,Canada,Wayfair
10/01/2025,Furniture,Glass Coffee Table,1123.16,36,40433.76,3.9,7,Canada,Ashley Furniture
30/07/2024,Storage,Shoe Rack,296.4,2,592.8,3.6,4,USA,Wayfair
15/05/2024,Rugs & Carpets,Jute Rug,884.59,19,16807.21,4,5,Canada,Ashley Furniture
14/01/2025,Wall Art,Canvas Painting,526.7,6,3160.2,3.7,2,Canada,Ashley Furniture
25/12/2024,Storage,Wall-mounted Cabinet,1191.88,24,28605.12,3.7,5,USA,Wayfair
07/10/2024,Wall Art,Metal Wall Sculpture,103.03,57,5872.71,4.5,2,USA,Urban Ladder
29/09/2024,Rugs & Carpets,Modern Carpet,37.6,28,1052.8,3.7,6,USA,Urban Ladder
27/10/2024,Rugs & Carpets,Persian Rug,360.06,32,11521.92,4.6,8,India,Wayfair
30/07/2024,Rugs & Carpets,Modern Carpet,476.87,51,24320.37,4.2,2,UK,IKEA
07/05/2024,Furniture,Glass Coffee Table,356.35,28,9977.8,4.4,9,Canada,Williams-Sonoma
19/12/2024,Storage,Wall-mounted Cabinet,897.8,31,27831.8,4.2,5,USA,Wayfair
25/01/2025,Furniture,Wooden Dining Table,1180.86,30,35425.8,4,2,Germany,Urban Ladder
03/06/2024,Wall Art,Metal Wall Sculpture,67.71,39,2640.69,4.7,4,USA,IKEA
18/12/2024,Lighting,Table Lamp,282.3,53,14961.9,4,5,Australia,IKEA
28/07/2024,Furniture,Glass Coffee Table,978.46,36,35224.56,3.8,8,UK,Ashley Furniture
30/10/2024,Storage,Bookshelf,773.97,42,32506.74,3.9,7,India,Williams-Sonoma
11/12/2024,Wall Art,Canvas Painting,311.26,55,17119.3,4.5,5,Germany,Urban Ladder
09/01/2025,Rugs & Carpets,Jute Rug,354.46,13,4607.98,4.9,6,Canada,Williams-Sonoma
26/11/2024,Rugs & Carpets,Jute Rug,236.86,31,7342.66,4.2,7,UK,Williams-Sonoma
27/12/2024,Rugs & Carpets,Jute Rug,208.76,41,8559.16,4,4,UK,Williams-Sonoma
05/03/2024,Lighting,Chandelier,163.42,28,4575.76,4.7,2,India,Ashley Furniture
01/09/2024,Rugs & Carpets,Persian Rug,890.83,22,19598.26,4.7,2,Germany,Williams-Sonoma
08/05/2024,Storage,Shoe Rack,1121.93,36,40389.48,3.8,6,India,Ashley Furniture
19/01/2025,Furniture,Recliner Sofa,480.42,48,23060.16,4.9,1,Canada,Urban Ladder
10/10/2024,Rugs & Carpets,Modern Carpet,635.36,36,22872.96,3.5,3,India,Ashley Furniture
10/07/2024,Lighting,Table Lamp,814.77,1,814.77,4.6,6,India,Urban Ladder
20/11/2024,Storage,Shoe Rack,820.86,32,26267.52,3.6,5,India,IKEA
05/08/2024,Wall Art,Metal Wall Sculpture,932.57,24,22381.68,4.6,1,Germany,Urban Ladder
21/04/2024,Rugs & Carpets,Jute Rug,865.66,26,22507.16,3.8,1,USA,Ashley Furniture
09/04/2024,Storage,Shoe Rack,830.28,38,31550.64,3.7,7,India,IKEA
28/12/2024,Rugs & Carpets,Jute Rug,29.79,60,1787.4,4.9,9,India,Urban Ladder
18/11/2024,Wall Art,Metal Wall Sculpture,1078.58,21,22650.18,3.5,10,Germany,Williams-Sonoma
27/05/2024,Rugs & Carpets,Modern Carpet,635.01,35,22225.35,4.8,5,Canada,IKEA
11/10/2024,Storage,Bookshelf,1193.1,1,1193.1,4.6,7,USA,Ashley Furniture
05/06/2024,Rugs & Carpets,Modern Carpet,850.45,10,8504.5,4.8,6,USA,Williams-Sonoma
22/05/2024,Rugs & Carpets,Jute Rug,607.7,44,26738.8,4,1,Canada,Urban Ladder
31/01/2025,Wall Art,Metal Wall Sculpture,1159.93,35,40597.55,4.8,10,Australia,Urban Ladder
26/09/2024,Lighting,LED Floor Lamp,766.55,19,14564.45,4.1,3,India,Ashley Furniture
08/03/2024,Furniture,Wooden Dining Table,254.99,47,11984.53,3.5,3,Australia,IKEA
07/02/2025,Lighting,LED Floor Lamp,421.78,4,1687.12,4.4,4,Germany,Urban Ladder
13/09/2024,Storage,Shoe Rack,352.63,8,2821.04,3.6,2,Germany,Ashley Furniture
16/02/2024,Lighting,Table Lamp,271.07,33,8945.31,4.3,8,Germany,Wayfair
03/06/2024,Storage,Shoe Rack,302.9,8,2423.2,4.6,2,Germany,Urban Ladder
23/01/2025,Furniture,Glass Coffee Table,444.52,33,14669.16,4.7,6,Canada,Ashley Furniture
26/03/2024,Furniture,Wooden Dining Table,176.07,51,8979.57,4.4,7,UK,IKEA
10/06/2024,Rugs & Carpets,Persian Rug,579.97,33,19139.01,3.8,3,UK,IKEA
01/08/2024,Rugs & Carpets,Modern Carpet,340.99,21,7160.79,3.8,5,USA,Ashley Furniture
29/11/2024,Wall Art,Metal Wall Sculpture,1069.37,38,40636.06,3.9,3,UK,Urban Ladder
13/07/2024,Furniture,Recliner Sofa,1120.46,32,35854.72,3.9,7,UK,Urban Ladder
09/03/2024,Furniture,Glass Coffee Table,1024.18,28,28677.04,3.5,7,UK,Williams-Sonoma
23/05/2024,Furniture,Glass Coffee Table,807.99,19,15351.81,4.3,9,USA,IKEA
09/10/2024,Storage,Shoe Rack,646.5,35,22627.5,4.9,2,Germany,Wayfair
13/11/2024,Furniture,Recliner Sofa,520.33,40,20813.2,3.8,1,USA,IKEA
26/06/2024,Rugs & Carpets,Jute Rug,138.97,32,4447.04,3.6,1,Australia,Ashley Furniture
07/09/2024,Furniture,Recliner Sofa,389.07,43,16730.01,4.8,6,Canada,Wayfair
26/12/2024,Lighting,Table Lamp,880.19,30,26405.7,3.6,2,USA,IKEA
24/07/2024,Rugs & Carpets,Persian Rug,892.26,27,24091.02,4,2,Germany,Urban Ladder
18/09/2024,Furniture,Glass Coffee Table,944.18,43,40599.74,4.9,9,Canada,Williams-Sonoma
30/01/2025,Rugs & Carpets,Modern Carpet,229.22,40,9168.8,4.5,9,India,Williams-Sonoma
14/11/2024,Furniture,Glass Coffee Table,853.56,31,26460.36,4.9,8,UK,Williams-Sonoma
03/08/2024,Furniture,Glass Coffee Table,656.08,19,12465.52,4,3,Germany,IKEA
27/12/2024,Wall Art,Framed Photograph,662.36,7,4636.52,3.9,3,USA,Williams-Sonoma
03/12/2024,Storage,Wall-mounted Cabinet,678.18,26,17632.68,4.1,3,Australia,Williams-Sonoma
08/04/2024,Furniture,Wooden Dining Table,343.7,50,17185,3.9,1,India,Wayfair
29/08/2024,Rugs & Carpets,Modern Carpet,417.08,50,20854,3.6,3,USA,Urban Ladder
21/03/2024,Rugs & Carpets,Modern Carpet,866.27,55,47644.85,4,10,USA,Williams-Sonoma
04/12/2024,Lighting,Table Lamp,888.28,10,8882.8,4.1,8,Germany,Urban Ladder
06/01/2025,Lighting,Chandelier,379.69,29,11011.01,4.1,1,India,Williams-Sonoma
14/06/2024,Lighting,LED Floor Lamp,1088.75,28,30485,4.6,6,India,Wayfair
31/05/2024,Wall Art,Framed Photograph,378.51,14,5299.14,4.6,8,Germany,Williams-Sonoma
12/07/2024,Rugs & Carpets,Jute Rug,734.37,41,30109.17,3.6,8,Australia,Williams-Sonoma
25/07/2024,Lighting,LED Floor Lamp,96.36,51,4914.36,3.8,10,Canada,IKEA
06/05/2024,Wall Art,Metal Wall Sculpture,158.39,43,6810.77,4.8,9,UK,Urban Ladder
20/02/2024,Rugs & Carpets,Persian Rug,20.23,1,20.23,4,6,Australia,Williams-Sonoma
29/09/2024,Rugs & Carpets,Jute Rug,245.23,11,2697.53,4.1,3,Australia,IKEA
08/08/2024,Storage,Wall-mounted Cabinet,54.13,44,2381.72,4.6,2,Germany,Williams-Sonoma
22/02/2024,Lighting,Table Lamp,1136.12,16,18177.92,4.5,9,Australia,Urban Ladder
12/11/2024,Wall Art,Canvas Painting,939.49,45,42277.05,4.5,8,USA,Urban Ladder
17/12/2024,Furniture,Wooden Dining Table,1157.08,22,25455.76,4,9,Germany,Williams-Sonoma
24/09/2024,Wall Art,Framed Photograph,50.75,56,2842,3.9,2,Australia,IKEA
08/01/2025,Rugs & Carpets,Modern Carpet,620.97,7,4346.79,4.4,8,India,Ashley Furniture
08/01/2025,Furniture,Wooden Dining Table,273.33,18,4919.94,5,2,USA,IKEA
10/01/2025,Wall Art,Metal Wall Sculpture,880.64,17,14970.88,4.8,10,UK,IKEA
25/03/2024,Storage,Bookshelf,816.6,51,41646.6,4.1,4,Canada,IKEA
07/04/2024,Rugs & Carpets,Modern Carpet,708.92,49,34737.08,3.7,9,Australia,IKEA
21/10/2024,Furniture,Recliner Sofa,461.93,47,21710.71,4.5,8,Canada,Urban Ladder
03/01/2025,Storage,Wall-mounted Cabinet,513.65,10,5136.5,4.5,9,Canada,Wayfair
22/02/2024,Storage,Bookshelf,1072.29,32,34313.28,3.5,8,USA,Ashley Furniture
09/07/2024,Wall Art,Metal Wall Sculpture,87.8,31,2721.8,4.2,4,Canada,Urban Ladder
03/03/2024,Wall Art,Canvas Painting,1189.4,53,63038.2,4.9,10,USA,IKEA
05/06/2024,Furniture,Recliner Sofa,982.43,30,29472.9,3.6,3,Canada,IKEA
07/02/2025,Rugs & Carpets,Persian Rug,845.67,22,18604.74,4.2,8,Australia,Urban Ladder
08/08/2024,Rugs & Carpets,Modern Carpet,665.52,22,14641.44,4.9,1,Germany,Williams-Sonoma
20/12/2024,Wall Art,Metal Wall Sculpture,453.46,57,25847.22,3.9,7,UK,Urban Ladder
22/11/2024,Storage,Wall-mounted Cabinet,831.35,13,10807.55,4.2,3,UK,Ashley Furniture
23/10/2024,Rugs & Carpets,Jute Rug,347.74,14,4868.36,4.9,8,USA,Urban Ladder
01/06/2024,Storage,Bookshelf,614.27,8,4914.16,4.2,5,Germany,Ashley Furniture
27/11/2024,Lighting,Chandelier,1042.99,45,46934.55,4.4,3,Canada,Williams-Sonoma
28/10/2024,Lighting,Chandelier,42.58,13,553.54,4.8,7,USA,Ashley Furniture
02/02/2025,Lighting,LED Floor Lamp,73.89,51,3768.39,4.1,5,Canada,Williams-Sonoma
17/10/2024,Furniture,Glass Coffee Table,1195.58,7,8369.06,4.8,8,India,IKEA
18/02/2024,Furniture,Glass Coffee Table,328.33,38,12476.54,4,10,Canada,IKEA
27/08/2024,Wall Art,Framed Photograph,663.23,43,28518.89,3.9,8,Germany,Williams-Sonoma
29/11/2024,Rugs & Carpets,Modern Carpet,793.98,56,44462.88,3.8,3,USA,IKEA
07/05/2024,Wall Art,Canvas Painting,818.34,17,13911.78,4.6,6,India,Wayfair
06/08/2024,Rugs & Carpets,Persian Rug,412.22,19,7832.18,4.4,4,USA,Wayfair
06/07/2024,Furniture,Recliner Sofa,876.65,37,32436.05,3.5,6,Australia,IKEA
02/11/2024,Wall Art,Framed Photograph,283.67,18,5106.06,5,1,Germany,Williams-Sonoma
08/10/2024,Wall Art,Metal Wall Sculpture,870.83,40,34833.2,4.5,4,UK,Wayfair
